Card on the Table: ; Cards in Hand: ; Possible Move: ; Applicable rule: 
Red 8 ; Green Draw 2, Red 1, Wild Normal, Red 3, Red Reverse, Yellow 9, Yellow 8 ;Red 3;it is the same color as the tabled card
Red 8 ; Green Draw 2, Red 1, Wild Normal, Red 3, Red Reverse, Yellow 9, Yellow 8 ;Red Reverse;it is the same color as the tabled card
Red 8 ; Green Draw 2, Red 1, Wild Normal, Red 3, Red Reverse, Yellow 9, Yellow 8 ;Yellow 8;it is the same type as the tabled card
Green 2 ; Blue Reverse, Yellow Reverse, Yellow Draw 2, Blue 0, Green Skip, Red 3, Blue 5 ;Green Skip;it is the same color as the tabled card
Yellow 8 ; Green 3, Yellow 2, Blue Skip, Green Skip, Red Reverse, Blue Reverse, Blue 8 ;Yellow 2;it is the same color as the tabled card
Yellow 8 ; Green 3, Yellow 2, Blue Skip, Green Skip, Red Reverse, Blue Reverse, Blue 8 ;Blue 8;it is the same type as the tabled card
Green Reverse ; Green 9, Blue Skip, Wild Normal, Blue 7, Green Skip, Yellow Draw 2, Red 2 ;Green 9;it is the same color as the tabled card
Green Reverse ; Green 9, Blue Skip, Wild Normal, Blue 7, Green Skip, Yellow Draw 2, Red 2 ;Wild Normal;Wild cards can be played on any colour
Green Reverse ; Green 9, Blue Skip, Wild Normal, Blue 7, Green Skip, Yellow Draw 2, Red 2 ;Green Skip;it is the same color as the tabled card
Green 4 ; Red Skip, Green 1, Yellow Draw 2, Red 2, Green 2, Blue 0, Yellow 1 ;Green 1;it is the same color as the tabled card
Green 4 ; Red Skip, Green 1, Yellow Draw 2, Red 2, Green 2, Blue 0, Yellow 1 ;Green 2;it is the same color as the tabled card
Yellow 9 ; Green 4, Yellow 4, Blue 2, Blue 2, Red 4, Yellow 4, Yellow 5 ;Yellow 4;it is the same color as the tabled card
Yellow 9 ; Green 4, Yellow 4, Blue 2, Blue 2, Red 4, Yellow 4, Yellow 5 ;Yellow 4;it is the same color as the tabled card
Yellow 9 ; Green 4, Yellow 4, Blue 2, Blue 2, Red 4, Yellow 4, Yellow 5 ;Yellow 5;it is the same color as the tabled card
Green Draw 2 ; Yellow Reverse, Green 8, Blue Draw 2, Red Skip, Red 1, Green 4, Green 8 ;Pick up 2 cards;You must pick up 2 cards when a Draw 2 is played
Green 4 ; Red Reverse, Wild Normal, Yellow Reverse, Green 0, Blue 0, Green 7, Green 2 ;Wild Normal;Wild cards can be played on any colour
Green 4 ; Red Reverse, Wild Normal, Yellow Reverse, Green 0, Blue 0, Green 7, Green 2 ;Green 0;it is the same color as the tabled card
Green 4 ; Red Reverse, Wild Normal, Yellow Reverse, Green 0, Blue 0, Green 7, Green 2 ;Green 7;it is the same color as the tabled card
Green 4 ; Red Reverse, Wild Normal, Yellow Reverse, Green 0, Blue 0, Green 7, Green 2 ;Green 2;it is the same color as the tabled card
Blue 5 ; Yellow 5, Blue 4, Green 3, Yellow Reverse, Blue 1, Yellow 4, Red 1 ;Yellow 5;it is the same type as the tabled card
Blue 5 ; Yellow 5, Blue 4, Green 3, Yellow Reverse, Blue 1, Yellow 4, Red 1 ;Blue 4;it is the same color as the tabled card
Blue 5 ; Yellow 5, Blue 4, Green 3, Yellow Reverse, Blue 1, Yellow 4, Red 1 ;Blue 1;it is the same color as the tabled card
Blue 7 ; Red 8, Blue 7, Red 2, Wild Draw 4, Green 6, Green 8, Blue 9 ;Blue 7;it is the same color as the tabled card
Blue 7 ; Red 8, Blue 7, Red 2, Wild Draw 4, Green 6, Green 8, Blue 9 ;Wild Draw 4;Wild cards can be played on any colour
Blue 7 ; Red 8, Blue 7, Red 2, Wild Draw 4, Green 6, Green 8, Blue 9 ;Blue 9;it is the same color as the tabled card
Blue Draw 2 ; Blue Draw 2, Blue 6, Blue 3, Red 4, Green Skip, Green Reverse, Green 1 ;Pick up 2 cards;You must pick up 2 cards when a Draw 2 is played
Yellow 5 ; Red Draw 2, Green 0, Blue 2, Red 2, Wild Normal, Red 9, Blue 7 ;Wild Normal;Wild cards can be played on any colour
Blue 6 ; Red Skip, Red 0, Yellow 5, Green 1, Red 9, Red 5, Yellow Reverse ;Pick up 1 card;If there are no allowed moves you must pick up
Red 7 ; Red 5, Blue Draw 2, Green Reverse, Wild Draw 4, Yellow 2, Blue 1, Green 6 ;Red 5;it is the same color as the tabled card
Red 7 ; Red 5, Blue Draw 2, Green Reverse, Wild Draw 4, Yellow 2, Blue 1, Green 6 ;Wild Draw 4;Wild cards can be played on any colour
Green 9 ; Yellow 6, Blue 5, Blue 5, Yellow Reverse, Red Skip, Green 4, Blue 4 ;Green 4;it is the same color as the tabled card
Green Skip ; Red 7, Yellow Draw 2, Yellow Draw 2, Red 1, Blue 2, Red 0, Blue 2 ;Pick up 1 card;If there are no allowed moves you must pick up
Blue 4 ; Blue 4, Red 2, Yellow Skip, Yellow 1, Red 9, Red Draw 2, Yellow 1 ;Blue 4;it is the same color as the tabled card
Green Reverse ; Yellow Draw 2, Red 7, Yellow 6, Blue 7, Yellow 2, Red 9, Blue 9 ;Pick up 1 card;If there are no allowed moves you must pick up
Red Draw 2 ; Yellow Reverse, Red 8, Yellow Draw 2, Red 8, Wild Draw 4, Red 4, Blue 2 ;Pick up 2 cards;You must pick up 2 cards when a Draw 2 is played
Red Draw 2 ; Green 0, Yellow 8, Yellow 8, Red 7, Green 3, Yellow Draw 2, Red 5 ;Pick up 2 cards;You must pick up 2 cards when a Draw 2 is played
Yellow Skip ; Green 5, Yellow 6, Red 4, Green Reverse, Yellow 0, Green 0, Blue Reverse ;Yellow 6;it is the same color as the tabled card
Yellow Skip ; Green 5, Yellow 6, Red 4, Green Reverse, Yellow 0, Green 0, Blue Reverse ;Yellow 0;it is the same color as the tabled card
Green 8 ; Yellow 7, Blue 1, Yellow 8, Green 0, Yellow Draw 2, Red 6, Green Reverse ;Yellow 8;it is the same type as the tabled card
Green 8 ; Yellow 7, Blue 1, Yellow 8, Green 0, Yellow Draw 2, Red 6, Green Reverse ;Green 0;it is the same color as the tabled card
Green 8 ; Yellow 7, Blue 1, Yellow 8, Green 0, Yellow Draw 2, Red 6, Green Reverse ;Green Reverse;it is the same color as the tabled card
Green 3 ; Red 6, Blue 4, Blue 9, Blue 1, Blue 5, Green Skip, Red 8 ;Green Skip;it is the same color as the tabled card
Yellow 6 ; Red Skip, Red Reverse, Red 8, Yellow 7, Red 7, Blue 9, Green 9 ;Yellow 7;it is the same color as the tabled card
Yellow 3 ; Green Skip, Red 6, Wild Normal, Red Skip, Yellow 6, Red 8, Blue 7 ;Wild Normal;Wild cards can be played on any colour
Yellow 3 ; Green Skip, Red 6, Wild Normal, Red Skip, Yellow 6, Red 8, Blue 7 ;Yellow 6;it is the same color as the tabled card
Yellow 8 ; Green 2, Yellow 9, Red Draw 2, Green 8, Red 9, Green 5, Yellow Draw 2 ;Yellow 9;it is the same color as the tabled card
Yellow 8 ; Green 2, Yellow 9, Red Draw 2, Green 8, Red 9, Green 5, Yellow Draw 2 ;Green 8;it is the same type as the tabled card
Yellow 8 ; Green 2, Yellow 9, Red Draw 2, Green 8, Red 9, Green 5, Yellow Draw 2 ;Yellow Draw 2;it is the same color as the tabled card
Red 4 ; Green 5, Blue 0, Yellow 9, Red Skip, Red 1, Red 6, Green 4 ;Red Skip;it is the same color as the tabled card
Red 4 ; Green 5, Blue 0, Yellow 9, Red Skip, Red 1, Red 6, Green 4 ;Red 1;it is the same color as the tabled card
Red 4 ; Green 5, Blue 0, Yellow 9, Red Skip, Red 1, Red 6, Green 4 ;Red 6;it is the same color as the tabled card
Red 4 ; Green 5, Blue 0, Yellow 9, Red Skip, Red 1, Red 6, Green 4 ;Green 4;it is the same type as the tabled card
Green 8 ; Red Reverse, Green 8, Blue 1, Blue Reverse, Yellow Draw 2, Wild Draw 4, Red 9 ;Green 8;it is the same color as the tabled card
Green 8 ; Red Reverse, Green 8, Blue 1, Blue Reverse, Yellow Draw 2, Wild Draw 4, Red 9 ;Wild Draw 4;Wild cards can be played on any colour
Red 7 ; Red 3, Green 8, Red 4, Red Draw 2, Red 8, Green 6, Red 6 ;Red 3;it is the same color as the tabled card
Red 7 ; Red 3, Green 8, Red 4, Red Draw 2, Red 8, Green 6, Red 6 ;Red 4;it is the same color as the tabled card
Red 7 ; Red 3, Green 8, Red 4, Red Draw 2, Red 8, Green 6, Red 6 ;Red Draw 2;it is the same color as the tabled card
Red 7 ; Red 3, Green 8, Red 4, Red Draw 2, Red 8, Green 6, Red 6 ;Red 8;it is the same color as the tabled card
Red 7 ; Red 3, Green 8, Red 4, Red Draw 2, Red 8, Green 6, Red 6 ;Red 6;it is the same color as the tabled card
Blue Reverse ; Blue 3, Yellow 2, Green 2, Yellow 9, Red 1, Red 0, Wild Normal ;Blue 3;it is the same color as the tabled card
Blue Reverse ; Blue 3, Yellow 2, Green 2, Yellow 9, Red 1, Red 0, Wild Normal ;Wild Normal;Wild cards can be played on any colour
Blue 2 ; Green 6, Green 9, Yellow Reverse, Green 1, Green 7, Red 7, Red 6 ;Pick up 1 card;If there are no allowed moves you must pick up
Yellow 1 ; Red 7, Yellow 6, Red 7, Yellow Reverse, Green Reverse, Yellow 1, Wild Normal ;Yellow 6;it is the same color as the tabled card
Yellow 1 ; Red 7, Yellow 6, Red 7, Yellow Reverse, Green Reverse, Yellow 1, Wild Normal ;Yellow Reverse;it is the same color as the tabled card
Yellow 1 ; Red 7, Yellow 6, Red 7, Yellow Reverse, Green Reverse, Yellow 1, Wild Normal ;Yellow 1;it is the same color as the tabled card
Yellow 1 ; Red 7, Yellow 6, Red 7, Yellow Reverse, Green Reverse, Yellow 1, Wild Normal ;Wild Normal;Wild cards can be played on any colour
Yellow 7 ; Green 5, Green 3, Green 9, Green 8, Blue 2, Yellow Draw 2, Yellow Reverse ;Yellow Draw 2;it is the same color as the tabled card
Yellow 7 ; Green 5, Green 3, Green 9, Green 8, Blue 2, Yellow Draw 2, Yellow Reverse ;Yellow Reverse;it is the same color as the tabled card
Yellow Draw 2 ; Red 8, Wild Draw 4, Red 6, Red Reverse, Yellow 2, Red 0, Blue 0 ;Pick up 2 cards;You must pick up 2 cards when a Draw 2 is played
Yellow 6 ; Green Reverse, Red 6, Yellow 4, Blue 4, Red 5, Blue Reverse, Red 8 ;Red 6;it is the same type as the tabled card
Yellow 6 ; Green Reverse, Red 6, Yellow 4, Blue 4, Red 5, Blue Reverse, Red 8 ;Yellow 4;it is the same color as the tabled card
Blue 2 ; Blue Draw 2, Yellow 1, Red 3, Yellow 2, Blue 5, Yellow Skip, Yellow 8 ;Blue Draw 2;it is the same color as the tabled card
Blue 2 ; Blue Draw 2, Yellow 1, Red 3, Yellow 2, Blue 5, Yellow Skip, Yellow 8 ;Yellow 2;it is the same type as the tabled card
Blue 2 ; Blue Draw 2, Yellow 1, Red 3, Yellow 2, Blue 5, Yellow Skip, Yellow 8 ;Blue 5;it is the same color as the tabled card
Yellow 3 ; Green Reverse, Green 2, Red Draw 2, Wild Normal, Green 4, Red Skip, Blue 7 ;Wild Normal;Wild cards can be played on any colour
Green 1 ; Yellow Skip, Wild Draw 4, Yellow 8, Green 1, Red 8, Red 6, Red 8 ;Wild Draw 4;Wild cards can be played on any colour
Green 1 ; Yellow Skip, Wild Draw 4, Yellow 8, Green 1, Red 8, Red 6, Red 8 ;Green 1;it is the same color as the tabled card
Wild Normal ; Yellow 1, Blue 6, Green 0, Red 6, Red 7, Green Skip, Yellow 1 ;Yellow 1;Any card can be played on a Wild Normal
Wild Normal ; Yellow 1, Blue 6, Green 0, Red 6, Red 7, Green Skip, Yellow 1 ;Blue 6;Any card can be played on a Wild Normal
Wild Normal ; Yellow 1, Blue 6, Green 0, Red 6, Red 7, Green Skip, Yellow 1 ;Green 0;Any card can be played on a Wild Normal
Wild Normal ; Yellow 1, Blue 6, Green 0, Red 6, Red 7, Green Skip, Yellow 1 ;Red 6;Any card can be played on a Wild Normal
Wild Normal ; Yellow 1, Blue 6, Green 0, Red 6, Red 7, Green Skip, Yellow 1 ;Red 7;Any card can be played on a Wild Normal
Wild Normal ; Yellow 1, Blue 6, Green 0, Red 6, Red 7, Green Skip, Yellow 1 ;Green Skip;Any card can be played on a Wild Normal
Wild Normal ; Yellow 1, Blue 6, Green 0, Red 6, Red 7, Green Skip, Yellow 1 ;Yellow 1;Any card can be played on a Wild Normal
Blue 8 ; Blue 7, Red 5, Red 2, Yellow 5, Blue 6, Wild Normal, Blue 2 ;Blue 7;it is the same color as the tabled card
Blue 8 ; Blue 7, Red 5, Red 2, Yellow 5, Blue 6, Wild Normal, Blue 2 ;Blue 6;it is the same color as the tabled card
Blue 8 ; Blue 7, Red 5, Red 2, Yellow 5, Blue 6, Wild Normal, Blue 2 ;Wild Normal;Wild cards can be played on any colour
Blue 8 ; Blue 7, Red 5, Red 2, Yellow 5, Blue 6, Wild Normal, Blue 2 ;Blue 2;it is the same color as the tabled card
Green 0 ; Blue 3, Red Draw 2, Red Reverse, Blue 3, Yellow Draw 2, Red Reverse, Red 5 ;Pick up 1 card;If there are no allowed moves you must pick up
Green 6 ; Yellow 8, Blue 4, Green 3, Red Skip, Blue 6, Yellow 7, Red Draw 2 ;Green 3;it is the same color as the tabled card
Green 6 ; Yellow 8, Blue 4, Green 3, Red Skip, Blue 6, Yellow 7, Red Draw 2 ;Blue 6;it is the same type as the tabled card
Red Reverse ; Red 9, Yellow 1, Red 7, Red 8, Red 3, Green 6, Red 3 ;Red 9;it is the same color as the tabled card
Red Reverse ; Red 9, Yellow 1, Red 7, Red 8, Red 3, Green 6, Red 3 ;Red 7;it is the same color as the tabled card
Red Reverse ; Red 9, Yellow 1, Red 7, Red 8, Red 3, Green 6, Red 3 ;Red 8;it is the same color as the tabled card
Red Reverse ; Red 9, Yellow 1, Red 7, Red 8, Red 3, Green 6, Red 3 ;Red 3;it is the same color as the tabled card
Red Reverse ; Red 9, Yellow 1, Red 7, Red 8, Red 3, Green 6, Red 3 ;Red 3;it is the same color as the tabled card
Wild Normal ; Yellow 4, Red Skip, Green 3, Green 7, Green 0, Yellow Reverse, Red 8 ;Yellow 4;Any card can be played on a Wild Normal
Wild Normal ; Yellow 4, Red Skip, Green 3, Green 7, Green 0, Yellow Reverse, Red 8 ;Red Skip;Any card can be played on a Wild Normal
Wild Normal ; Yellow 4, Red Skip, Green 3, Green 7, Green 0, Yellow Reverse, Red 8 ;Green 3;Any card can be played on a Wild Normal
Wild Normal ; Yellow 4, Red Skip, Green 3, Green 7, Green 0, Yellow Reverse, Red 8 ;Green 7;Any card can be played on a Wild Normal
Wild Normal ; Yellow 4, Red Skip, Green 3, Green 7, Green 0, Yellow Reverse, Red 8 ;Green 0;Any card can be played on a Wild Normal
Wild Normal ; Yellow 4, Red Skip, Green 3, Green 7, Green 0, Yellow Reverse, Red 8 ;Yellow Reverse;Any card can be played on a Wild Normal
Wild Normal ; Yellow 4, Red Skip, Green 3, Green 7, Green 0, Yellow Reverse, Red 8 ;Red 8;Any card can be played on a Wild Normal
Blue Reverse ; Yellow Skip, Yellow 3, Green 2, Blue 8, Green 9, Red 8, Yellow 8 ;Blue 8;it is the same color as the tabled card
Yellow 2 ; Green 1, Wild Draw 4, Red Reverse, Blue Reverse, Red Draw 2, Red 7, Red 7 ;Wild Draw 4;Wild cards can be played on any colour
Blue 8 ; Red 5, Blue 8, Red 6, Blue 8, Red 7, Red Draw 2, Blue 7 ;Blue 8;it is the same color as the tabled card
Blue 8 ; Red 5, Blue 8, Red 6, Blue 8, Red 7, Red Draw 2, Blue 7 ;Blue 8;it is the same color as the tabled card
Blue 8 ; Red 5, Blue 8, Red 6, Blue 8, Red 7, Red Draw 2, Blue 7 ;Blue 7;it is the same color as the tabled card
Yellow 9 ; Blue 8, Yellow 4, Wild Normal, Wild Draw 4, Red Reverse, Blue 6, Blue 1 ;Yellow 4;it is the same color as the tabled card
Yellow 9 ; Blue 8, Yellow 4, Wild Normal, Wild Draw 4, Red Reverse, Blue 6, Blue 1 ;Wild Normal;Wild cards can be played on any colour
Yellow 9 ; Blue 8, Yellow 4, Wild Normal, Wild Draw 4, Red Reverse, Blue 6, Blue 1 ;Wild Draw 4;Wild cards can be played on any colour
Blue 4 ; Blue Skip, Red 1, Yellow 9, Red 0, Red 7, Wild Normal, Green 1 ;Blue Skip;it is the same color as the tabled card
Blue 4 ; Blue Skip, Red 1, Yellow 9, Red 0, Red 7, Wild Normal, Green 1 ;Wild Normal;Wild cards can be played on any colour
Red 1 ; Red 2, Blue 0, Green 9, Green 6, Yellow 2, Red 6, Green 0 ;Red 2;it is the same color as the tabled card
Red 1 ; Red 2, Blue 0, Green 9, Green 6, Yellow 2, Red 6, Green 0 ;Red 6;it is the same color as the tabled card
Green 2 ; Green 4, Yellow Draw 2, Green 3, Green 7, Yellow 1, Red 6, Blue Reverse ;Green 4;it is the same color as the tabled card
Green 2 ; Green 4, Yellow Draw 2, Green 3, Green 7, Yellow 1, Red 6, Blue Reverse ;Green 3;it is the same color as the tabled card
Green 2 ; Green 4, Yellow Draw 2, Green 3, Green 7, Yellow 1, Red 6, Blue Reverse ;Green 7;it is the same color as the tabled card
Wild Draw 4 ; Yellow Draw 2, Green 7, Green 7, Green Reverse, Green 5, Green 1, Red 3 ;Pick up 4 cards;You have to pick up 4 cards when a Wild Draw 4 is played
Red Skip ; Green 6, Wild Draw 4, Red 2, Blue 0, Red 8, Wild Draw 4, Wild Draw 4 ;Wild Draw 4;Wild cards can be played on any colour
Red Skip ; Green 6, Wild Draw 4, Red 2, Blue 0, Red 8, Wild Draw 4, Wild Draw 4 ;Red 2;it is the same color as the tabled card
Red Skip ; Green 6, Wild Draw 4, Red 2, Blue 0, Red 8, Wild Draw 4, Wild Draw 4 ;Red 8;it is the same color as the tabled card
Red Skip ; Green 6, Wild Draw 4, Red 2, Blue 0, Red 8, Wild Draw 4, Wild Draw 4 ;Wild Draw 4;Wild cards can be played on any colour
Red Skip ; Green 6, Wild Draw 4, Red 2, Blue 0, Red 8, Wild Draw 4, Wild Draw 4 ;Wild Draw 4;Wild cards can be played on any colour
Red Draw 2 ; Red 1, Red 7, Red 3, Red 7, Blue 9, Wild Normal, Red 1 ;Pick up 2 cards;You must pick up 2 cards when a Draw 2 is played
Red 4 ; Green 8, Red 9, Blue 1, Yellow 4, Green 5, Green 8, Green Draw 2 ;Red 9;it is the same color as the tabled card
Red 4 ; Green 8, Red 9, Blue 1, Yellow 4, Green 5, Green 8, Green Draw 2 ;Yellow 4;it is the same type as the tabled card
Red 9 ; Red 4, Blue 1, Green 3, Red 6, Red 9, Yellow 8, Green 7 ;Red 4;it is the same color as the tabled card
Red 9 ; Red 4, Blue 1, Green 3, Red 6, Red 9, Yellow 8, Green 7 ;Red 6;it is the same color as the tabled card
Red 9 ; Red 4, Blue 1, Green 3, Red 6, Red 9, Yellow 8, Green 7 ;Red 9;it is the same color as the tabled card
Yellow 4 ; Blue 4, Red 4, Blue 7, Red Reverse, Blue 1, Green 1, Red 2 ;Blue 4;it is the same type as the tabled card
Yellow 4 ; Blue 4, Red 4, Blue 7, Red Reverse, Blue 1, Green 1, Red 2 ;Red 4;it is the same type as the tabled card
Green 1 ; Blue Reverse, Blue Draw 2, Blue 4, Green 9, Yellow 1, Green 7, Wild Normal ;Green 9;it is the same color as the tabled card
Green 1 ; Blue Reverse, Blue Draw 2, Blue 4, Green 9, Yellow 1, Green 7, Wild Normal ;Yellow 1;it is the same type as the tabled card
Green 1 ; Blue Reverse, Blue Draw 2, Blue 4, Green 9, Yellow 1, Green 7, Wild Normal ;Green 7;it is the same color as the tabled card
Green 1 ; Blue Reverse, Blue Draw 2, Blue 4, Green 9, Yellow 1, Green 7, Wild Normal ;Wild Normal;Wild cards can be played on any colour
Yellow 6 ; Yellow 0, Blue 0, Blue 9, Yellow 5, Blue 3, Blue Draw 2, Blue 3 ;Yellow 0;it is the same color as the tabled card
Yellow 6 ; Yellow 0, Blue 0, Blue 9, Yellow 5, Blue 3, Blue Draw 2, Blue 3 ;Yellow 5;it is the same color as the tabled card
Yellow Skip ; Green 1, Blue Skip, Green 7, Blue 5, Wild Draw 4, Blue Draw 2, Green 6 ;Blue Skip;it is the same type as the tabled card
Yellow Skip ; Green 1, Blue Skip, Green 7, Blue 5, Wild Draw 4, Blue Draw 2, Green 6 ;Wild Draw 4;Wild cards can be played on any colour
Red Skip ; Red Draw 2, Blue 4, Yellow Draw 2, Yellow 1, Green 7, Wild Normal, Blue Reverse ;Red Draw 2;it is the same color as the tabled card
Red Skip ; Red Draw 2, Blue 4, Yellow Draw 2, Yellow 1, Green 7, Wild Normal, Blue Reverse ;Wild Normal;Wild cards can be played on any colour
Green 2 ; Red Draw 2, Blue 6, Red 5, Green 7, Blue Reverse, Red 3, Blue 3 ;Green 7;it is the same color as the tabled card
Wild Draw 4 ; Green 2, Yellow 9, Green Draw 2, Red 2, Yellow Draw 2, Green Draw 2, Green Reverse ;Pick up 4 cards;You have to pick up 4 cards when a Wild Draw 4 is played
Red Skip ; Blue 2, Green Skip, Green Draw 2, Green 7, Yellow 8, Red 5, Red 9 ;Green Skip;it is the same type as the tabled card
Red Skip ; Blue 2, Green Skip, Green Draw 2, Green 7, Yellow 8, Red 5, Red 9 ;Red 5;it is the same color as the tabled card
Red Skip ; Blue 2, Green Skip, Green Draw 2, Green 7, Yellow 8, Red 5, Red 9 ;Red 9;it is the same color as the tabled card
Wild Draw 4 ; Yellow 8, Red 8, Yellow 0, Green Reverse, Green 2, Wild Normal, Red Draw 2 ;Pick up 4 cards;You have to pick up 4 cards when a Wild Draw 4 is played
Yellow 0 ; Red 1, Green 5, Yellow 9, Yellow Draw 2, Yellow 8, Blue 2, Yellow 6 ;Yellow 9;it is the same color as the tabled card
Yellow 0 ; Red 1, Green 5, Yellow 9, Yellow Draw 2, Yellow 8, Blue 2, Yellow 6 ;Yellow Draw 2;it is the same color as the tabled card
Yellow 0 ; Red 1, Green 5, Yellow 9, Yellow Draw 2, Yellow 8, Blue 2, Yellow 6 ;Yellow 8;it is the same color as the tabled card
Yellow 0 ; Red 1, Green 5, Yellow 9, Yellow Draw 2, Yellow 8, Blue 2, Yellow 6 ;Yellow 6;it is the same color as the tabled card
Yellow 5 ; Green 1, Yellow Reverse, Red 5, Green 9, Wild Draw 4, Yellow Draw 2, Wild Normal ;Yellow Reverse;it is the same color as the tabled card
Yellow 5 ; Green 1, Yellow Reverse, Red 5, Green 9, Wild Draw 4, Yellow Draw 2, Wild Normal ;Red 5;it is the same type as the tabled card
Yellow 5 ; Green 1, Yellow Reverse, Red 5, Green 9, Wild Draw 4, Yellow Draw 2, Wild Normal ;Wild Draw 4;Wild cards can be played on any colour
Yellow 5 ; Green 1, Yellow Reverse, Red 5, Green 9, Wild Draw 4, Yellow Draw 2, Wild Normal ;Yellow Draw 2;it is the same color as the tabled card
Yellow 5 ; Green 1, Yellow Reverse, Red 5, Green 9, Wild Draw 4, Yellow Draw 2, Wild Normal ;Wild Normal;Wild cards can be played on any colour
