Card on the Table:,Cards in Hand:,Possible Move:,Applicable rule:
Blue 3,"Green 8, Blue 6, Blue 9, Red 2, Blue 1, Blue Skip, Yellow 6",Blue 6,it is the same color as the tabled card
Blue 3,"Green 8, Blue 6, Blue 9, Red 2, Blue 1, Blue Skip, Yellow 6",Blue 9,it is the same color as the tabled card
Blue 3,"Green 8, Blue 6, Blue 9, Red 2, Blue 1, Blue Skip, Yellow 6",Blue 1,it is the same color as the tabled card
Blue 3,"Green 8, Blue 6, Blue 9, Red 2, Blue 1, Blue Skip, Yellow 6",Blue Skip,it is the same color as the tabled card
Blue Reverse,"Blue 5, Yellow 5, Yellow 8, Green Reverse, Red 2, Red 4, Green Reverse",Blue 5,it is the same color as the tabled card
Blue Reverse,"Blue 5, Yellow 5, Yellow 8, Green Reverse, Red 2, Red 4, Green Reverse",Green Reverse,Wild cards can be played on any colour
Blue Reverse,"Blue 5, Yellow 5, Yellow 8, Green Reverse, Red 2, Red 4, Green Reverse",Green Reverse,Wild cards can be played on any colour
Yellow 1,"Wild Draw 4, Green 7, Red Reverse, Blue 0, Yellow Skip, Yellow Skip, Yellow 5",Wild Draw 4,Wild cards can be played on any colour
Yellow 1,"Wild Draw 4, Green 7, Red Reverse, Blue 0, Yellow Skip, Yellow Skip, Yellow 5",Yellow Skip,it is the same color as the tabled card
Yellow 1,"Wild Draw 4, Green 7, Red Reverse, Blue 0, Yellow Skip, Yellow Skip, Yellow 5",Yellow Skip,it is the same color as the tabled card
Yellow 1,"Wild Draw 4, Green 7, Red Reverse, Blue 0, Yellow Skip, Yellow Skip, Yellow 5",Yellow 5,it is the same color as the tabled card
Red 1,"Yellow 0, Red 1, Yellow 3, Green Draw 2, Green 3, Yellow 3, Blue Skip",Red 1,it is the same color as the tabled card
Yellow 8,"Green 4, Green Skip, Green 7, Red 7, Yellow 8, Blue Skip, Yellow 1",Yellow 8,it is the same color as the tabled card
Yellow 8,"Green 4, Green Skip, Green 7, Red 7, Yellow 8, Blue Skip, Yellow 1",Yellow 1,it is the same color as the tabled card
Green 7,"Yellow 7, Yellow Skip, Blue 8, Red Reverse, Green 4, Green 2, Green 5",Yellow 7,Wild cards can be played on any colour
Green 7,"Yellow 7, Yellow Skip, Blue 8, Red Reverse, Green 4, Green 2, Green 5",Green 4,it is the same color as the tabled card
Green 7,"Yellow 7, Yellow Skip, Blue 8, Red Reverse, Green 4, Green 2, Green 5",Green 2,it is the same color as the tabled card
Green 7,"Yellow 7, Yellow Skip, Blue 8, Red Reverse, Green 4, Green 2, Green 5",Green 5,it is the same color as the tabled card
Blue 6,"Yellow 7, Wild Draw 4, Yellow Skip, Yellow Reverse, Red 4, Blue 9, Red Skip",Wild Draw 4,Wild cards can be played on any colour
Blue 6,"Yellow 7, Wild Draw 4, Yellow Skip, Yellow Reverse, Red 4, Blue 9, Red Skip",Blue 9,it is the same color as the tabled card
Red 5,"Wild Normal, Blue 3, Green 5, Blue 9, Red Skip, Yellow 1, Green 5",Wild Normal,Wild cards can be played on any colour
Red 5,"Wild Normal, Blue 3, Green 5, Blue 9, Red Skip, Yellow 1, Green 5",Green 5,Wild cards can be played on any colour
Red 5,"Wild Normal, Blue 3, Green 5, Blue 9, Red Skip, Yellow 1, Green 5",Red Skip,it is the same color as the tabled card
Red 5,"Wild Normal, Blue 3, Green 5, Blue 9, Red Skip, Yellow 1, Green 5",Green 5,Wild cards can be played on any colour
Green 2,"Blue 7, Green Draw 2, Yellow Draw 2, Wild Normal, Yellow 3, Red 9, Red Reverse",Green Draw 2,it is the same color as the tabled card
Green 2,"Blue 7, Green Draw 2, Yellow Draw 2, Wild Normal, Yellow 3, Red 9, Red Reverse",Wild Normal,Wild cards can be played on any colour
Yellow 6,"Green 9, Blue 6, Wild Normal, Green 9, Green Reverse, Blue 1, Green 8",Blue 6,Wild cards can be played on any colour
Yellow 6,"Green 9, Blue 6, Wild Normal, Green 9, Green Reverse, Blue 1, Green 8",Wild Normal,Wild cards can be played on any colour
Yellow 2,"Yellow Reverse, Green 9, Green 5, Red Reverse, Blue Draw 2, Yellow Draw 2, Green 8",Yellow Reverse,it is the same color as the tabled card
Yellow 2,"Yellow Reverse, Green 9, Green 5, Red Reverse, Blue Draw 2, Yellow Draw 2, Green 8",Yellow Draw 2,it is the same color as the tabled card
Yellow 2,"Yellow 9, Yellow 8, Green 2, Green 6, Green 8, Wild Normal, Blue Reverse",Yellow 9,it is the same color as the tabled card
Yellow 2,"Yellow 9, Yellow 8, Green 2, Green 6, Green 8, Wild Normal, Blue Reverse",Yellow 8,it is the same color as the tabled card
Yellow 2,"Yellow 9, Yellow 8, Green 2, Green 6, Green 8, Wild Normal, Blue Reverse",Green 2,Wild cards can be played on any colour
Yellow 2,"Yellow 9, Yellow 8, Green 2, Green 6, Green 8, Wild Normal, Blue Reverse",Wild Normal,Wild cards can be played on any colour
Blue 8,"Wild Draw 4, Blue Draw 2, Yellow 4, Green 1, Red Reverse, Red 5, Green Reverse",Wild Draw 4,Wild cards can be played on any colour
Blue 8,"Wild Draw 4, Blue Draw 2, Yellow 4, Green 1, Red Reverse, Red 5, Green Reverse",Blue Draw 2,it is the same color as the tabled card
Red Draw 2,"Yellow Skip, Yellow 3, Yellow 4, Yellow 8, Yellow 8, Yellow Reverse, Blue 4",Pick up 2 cards,You must pick up 2 cards when a Draw 2 is played
Red 8,"Red Skip, Green 3, Blue Draw 2, Green 5, Green 6, Green 1, Red Reverse",Red Skip,it is the same color as the tabled card
Red 8,"Red Skip, Green 3, Blue Draw 2, Green 5, Green 6, Green 1, Red Reverse",Red Reverse,it is the same color as the tabled card
Yellow 3,"Green 9, Blue 8, Red 6, Green Skip, Blue 7, Red 0, Yellow 2",Yellow 2,it is the same color as the tabled card
Red 2,"Wild Normal, Red 4, Blue 1, Yellow 0, Yellow 6, Green 4, Yellow 0",Wild Normal,Wild cards can be played on any colour
Red 2,"Wild Normal, Red 4, Blue 1, Yellow 0, Yellow 6, Green 4, Yellow 0",Red 4,it is the same color as the tabled card
Green 7,"Green 8, Yellow 4, Yellow 4, Green 5, Green 9, Red 8, Wild Draw 4",Green 8,it is the same color as the tabled card
Green 7,"Green 8, Yellow 4, Yellow 4, Green 5, Green 9, Red 8, Wild Draw 4",Green 5,it is the same color as the tabled card
Green 7,"Green 8, Yellow 4, Yellow 4, Green 5, Green 9, Red 8, Wild Draw 4",Green 9,it is the same color as the tabled card
Green 7,"Green 8, Yellow 4, Yellow 4, Green 5, Green 9, Red 8, Wild Draw 4",Wild Draw 4,Wild cards can be played on any colour
Yellow 3,"Red 5, Red 3, Red Reverse, Green 6, Green 6, Blue 9, Wild Normal",Red 3,Wild cards can be played on any colour
Yellow 3,"Red 5, Red 3, Red Reverse, Green 6, Green 6, Blue 9, Wild Normal",Wild Normal,Wild cards can be played on any colour
Red Reverse,"Blue Reverse, Blue 7, Yellow 3, Blue 1, Red Reverse, Yellow 1, Red 8",Blue Reverse,Wild cards can be played on any colour
Red Reverse,"Blue Reverse, Blue 7, Yellow 3, Blue 1, Red Reverse, Yellow 1, Red 8",Red Reverse,it is the same color as the tabled card
Red Reverse,"Blue Reverse, Blue 7, Yellow 3, Blue 1, Red Reverse, Yellow 1, Red 8",Red 8,it is the same color as the tabled card
Yellow Draw 2,"Red 6, Yellow 7, Green 9, Yellow 3, Red 7, Yellow Draw 2, Red 4",Pick up 2 cards,You must pick up 2 cards when a Draw 2 is played
Wild Normal,"Blue 6, Yellow 1, Green Reverse, Wild Draw 4, Red 5, Wild Normal, Red Draw 2",Blue 6,Any card can be played on a Wild Normal
Wild Normal,"Blue 6, Yellow 1, Green Reverse, Wild Draw 4, Red 5, Wild Normal, Red Draw 2",Yellow 1,Any card can be played on a Wild Normal
Wild Normal,"Blue 6, Yellow 1, Green Reverse, Wild Draw 4, Red 5, Wild Normal, Red Draw 2",Green Reverse,Any card can be played on a Wild Normal
Wild Normal,"Blue 6, Yellow 1, Green Reverse, Wild Draw 4, Red 5, Wild Normal, Red Draw 2",Wild Draw 4,Any card can be played on a Wild Normal
Wild Normal,"Blue 6, Yellow 1, Green Reverse, Wild Draw 4, Red 5, Wild Normal, Red Draw 2",Red 5,Any card can be played on a Wild Normal
Wild Normal,"Blue 6, Yellow 1, Green Reverse, Wild Draw 4, Red 5, Wild Normal, Red Draw 2",Wild Normal,Any card can be played on a Wild Normal
Wild Normal,"Blue 6, Yellow 1, Green Reverse, Wild Draw 4, Red 5, Wild Normal, Red Draw 2",Red Draw 2,Any card can be played on a Wild Normal
Blue 2,"Green 5, Blue 6, Red 9, Blue 4, Green Reverse, Yellow 8, Wild Normal",Blue 6,it is the same color as the tabled card
Blue 2,"Green 5, Blue 6, Red 9, Blue 4, Green Reverse, Yellow 8, Wild Normal",Blue 4,it is the same color as the tabled card
Blue 2,"Green 5, Blue 6, Red 9, Blue 4, Green Reverse, Yellow 8, Wild Normal",Wild Normal,Wild cards can be played on any colour
Red 8,"Yellow 2, Red Skip, Red 3, Red 6, Blue 5, Red 3, Red Reverse",Red Skip,it is the same color as the tabled card
Red 8,"Yellow 2, Red Skip, Red 3, Red 6, Blue 5, Red 3, Red Reverse",Red 3,it is the same color as the tabled card
Red 8,"Yellow 2, Red Skip, Red 3, Red 6, Blue 5, Red 3, Red Reverse",Red 6,it is the same color as the tabled card
Red 8,"Yellow 2, Red Skip, Red 3, Red 6, Blue 5, Red 3, Red Reverse",Red 3,it is the same color as the tabled card
Red 8,"Yellow 2, Red Skip, Red 3, Red 6, Blue 5, Red 3, Red Reverse",Red Reverse,it is the same color as the tabled card
Wild Normal,"Green 4, Blue 5, Blue 4, Green 8, Blue Skip, Blue 1, Red Skip",Green 4,Any card can be played on a Wild Normal
Wild Normal,"Green 4, Blue 5, Blue 4, Green 8, Blue Skip, Blue 1, Red Skip",Blue 5,Any card can be played on a Wild Normal
Wild Normal,"Green 4, Blue 5, Blue 4, Green 8, Blue Skip, Blue 1, Red Skip",Blue 4,Any card can be played on a Wild Normal
Wild Normal,"Green 4, Blue 5, Blue 4, Green 8, Blue Skip, Blue 1, Red Skip",Green 8,Any card can be played on a Wild Normal
Wild Normal,"Green 4, Blue 5, Blue 4, Green 8, Blue Skip, Blue 1, Red Skip",Blue Skip,Any card can be played on a Wild Normal
Wild Normal,"Green 4, Blue 5, Blue 4, Green 8, Blue Skip, Blue 1, Red Skip",Blue 1,Any card can be played on a Wild Normal
Wild Normal,"Green 4, Blue 5, Blue 4, Green 8, Blue Skip, Blue 1, Red Skip",Red Skip,Any card can be played on a Wild Normal
Red 3,"Yellow 3, Wild Normal, Blue 8, Green 9, Yellow Skip, Yellow Reverse, Blue 3",Yellow 3,Wild cards can be played on any colour
Red 3,"Yellow 3, Wild Normal, Blue 8, Green 9, Yellow Skip, Yellow Reverse, Blue 3",Wild Normal,Wild cards can be played on any colour
Red 3,"Yellow 3, Wild Normal, Blue 8, Green 9, Yellow Skip, Yellow Reverse, Blue 3",Blue 3,Wild cards can be played on any colour
Yellow 1,"Yellow 4, Red 7, Red 2, Red 9, Blue 2, Yellow 4, Blue Reverse",Yellow 4,it is the same color as the tabled card
Yellow 1,"Yellow 4, Red 7, Red 2, Red 9, Blue 2, Yellow 4, Blue Reverse",Yellow 4,it is the same color as the tabled card
Yellow 6,"Blue 5, Blue 4, Red 3, Red 1, Red 7, Yellow 2, Red 1",Yellow 2,it is the same color as the tabled card
Yellow 5,"Blue 6, Yellow 6, Red 5, Green 2, Wild Normal, Green 4, Green 1",Yellow 6,it is the same color as the tabled card
Yellow 5,"Blue 6, Yellow 6, Red 5, Green 2, Wild Normal, Green 4, Green 1",Red 5,Wild cards can be played on any colour
Yellow 5,"Blue 6, Yellow 6, Red 5, Green 2, Wild Normal, Green 4, Green 1",Wild Normal,Wild cards can be played on any colour
Green 4,"Blue Draw 2, Yellow 7, Red 9, Green 3, Red 9, Yellow 8, Red 3",Green 3,it is the same color as the tabled card
Red 5,"Yellow Draw 2, Red Reverse, Yellow 2, Red Reverse, Blue 3, Wild Normal, Wild Draw 4",Red Reverse,it is the same color as the tabled card
Red 5,"Yellow Draw 2, Red Reverse, Yellow 2, Red Reverse, Blue 3, Wild Normal, Wild Draw 4",Red Reverse,it is the same color as the tabled card
Red 5,"Yellow Draw 2, Red Reverse, Yellow 2, Red Reverse, Blue 3, Wild Normal, Wild Draw 4",Wild Normal,Wild cards can be played on any colour
Red 5,"Yellow Draw 2, Red Reverse, Yellow 2, Red Reverse, Blue 3, Wild Normal, Wild Draw 4",Wild Draw 4,Wild cards can be played on any colour
Green 6,"Green Draw 2, Red 9, Red 9, Red Draw 2, Red 8, Wild Draw 4, Blue 7",Green Draw 2,it is the same color as the tabled card
Green 6,"Green Draw 2, Red 9, Red 9, Red Draw 2, Red 8, Wild Draw 4, Blue 7",Wild Draw 4,Wild cards can be played on any colour
Blue 8,"Green 5, Green 3, Yellow 1, Yellow Reverse, Yellow 1, Red Skip, Green Draw 2",Pick up 1 card,If there are no allowed moves you must pick up
Blue 2,"Blue 6, Red 1, Blue Skip, Green 0, Green 4, Red 5, Blue 9",Blue 6,it is the same color as the tabled card
Blue 2,"Blue 6, Red 1, Blue Skip, Green 0, Green 4, Red 5, Blue 9",Blue Skip,it is the same color as the tabled card
Blue 2,"Blue 6, Red 1, Blue Skip, Green 0, Green 4, Red 5, Blue 9",Blue 9,it is the same color as the tabled card
Red Draw 2,"Green Draw 2, Red 3, Red 5, Wild Normal, Green 2, Green Skip, Yellow 9",Pick up 2 cards,You must pick up 2 cards when a Draw 2 is played
Yellow Reverse,"Green 4, Red 9, Green Draw 2, Red Skip, Blue Draw 2, Yellow 4, Yellow Reverse",Yellow 4,it is the same color as the tabled card
Yellow Reverse,"Green 4, Red 9, Green Draw 2, Red Skip, Blue Draw 2, Yellow 4, Yellow Reverse",Yellow Reverse,it is the same color as the tabled card
Wild Normal,"Green 9, Yellow 7, Red Reverse, Green Reverse, Green 3, Yellow 7, Blue 4",Green 9,Any card can be played on a Wild Normal
Wild Normal,"Green 9, Yellow 7, Red Reverse, Green Reverse, Green 3, Yellow 7, Blue 4",Yellow 7,Any card can be played on a Wild Normal
Wild Normal,"Green 9, Yellow 7, Red Reverse, Green Reverse, Green 3, Yellow 7, Blue 4",Red Reverse,Any card can be played on a Wild Normal
Wild Normal,"Green 9, Yellow 7, Red Reverse, Green Reverse, Green 3, Yellow 7, Blue 4",Green Reverse,Any card can be played on a Wild Normal
Wild Normal,"Green 9, Yellow 7, Red Reverse, Green Reverse, Green 3, Yellow 7, Blue 4",Green 3,Any card can be played on a Wild Normal
Wild Normal,"Green 9, Yellow 7, Red Reverse, Green Reverse, Green 3, Yellow 7, Blue 4",Yellow 7,Any card can be played on a Wild Normal
Wild Normal,"Green 9, Yellow 7, Red Reverse, Green Reverse, Green 3, Yellow 7, Blue 4",Blue 4,Any card can be played on a Wild Normal
Red 4,"Blue 9, Green 2, Blue 7, Blue Reverse, Green 3, Green 8, Blue 5",Pick up 1 card,If there are no allowed moves you must pick up
Yellow 3,"Yellow Reverse, Blue 9, Red 3, Green 6, Green 4, Yellow 9, Blue 2",Yellow Reverse,it is the same color as the tabled card
Yellow 3,"Yellow Reverse, Blue 9, Red 3, Green 6, Green 4, Yellow 9, Blue 2",Red 3,Wild cards can be played on any colour
Yellow 3,"Yellow Reverse, Blue 9, Red 3, Green 6, Green 4, Yellow 9, Blue 2",Yellow 9,it is the same color as the tabled card
Red Draw 2,"Green 5, Red 0, Green 8, Blue 7, Red 9, Blue 5, Yellow 1",Pick up 2 cards,You must pick up 2 cards when a Draw 2 is played
Green 7,"Green 9, Yellow Draw 2, Yellow 7, Red 7, Red 3, Green 1, Green Draw 2",Green 9,it is the same color as the tabled card
Green 7,"Green 9, Yellow Draw 2, Yellow 7, Red 7, Red 3, Green 1, Green Draw 2",Yellow 7,Wild cards can be played on any colour
Green 7,"Green 9, Yellow Draw 2, Yellow 7, Red 7, Red 3, Green 1, Green Draw 2",Red 7,Wild cards can be played on any colour
Green 7,"Green 9, Yellow Draw 2, Yellow 7, Red 7, Red 3, Green 1, Green Draw 2",Green 1,it is the same color as the tabled card
Green 7,"Green 9, Yellow Draw 2, Yellow 7, Red 7, Red 3, Green 1, Green Draw 2",Green Draw 2,it is the same color as the tabled card
Red 7,"Yellow 1, Red 7, Green Skip, Green 1, Blue Skip, Yellow 7, Yellow 3",Red 7,it is the same color as the tabled card
Red 7,"Yellow 1, Red 7, Green Skip, Green 1, Blue Skip, Yellow 7, Yellow 3",Yellow 7,Wild cards can be played on any colour
Green 1,"Yellow Draw 2, Yellow 2, Green 9, Green Reverse, Yellow 9, Blue 1, Green 8",Green 9,it is the same color as the tabled card
Green 1,"Yellow Draw 2, Yellow 2, Green 9, Green Reverse, Yellow 9, Blue 1, Green 8",Green Reverse,it is the same color as the tabled card
Green 1,"Yellow Draw 2, Yellow 2, Green 9, Green Reverse, Yellow 9, Blue 1, Green 8",Blue 1,Wild cards can be played on any colour
Green 1,"Yellow Draw 2, Yellow 2, Green 9, Green Reverse, Yellow 9, Blue 1, Green 8",Green 8,it is the same color as the tabled card
Wild Normal,"Blue 9, Wild Normal, Blue 1, Yellow 3, Wild Draw 4, Green 6, Red 4",Blue 9,Any card can be played on a Wild Normal
Wild Normal,"Blue 9, Wild Normal, Blue 1, Yellow 3, Wild Draw 4, Green 6, Red 4",Wild Normal,Any card can be played on a Wild Normal
Wild Normal,"Blue 9, Wild Normal, Blue 1, Yellow 3, Wild Draw 4, Green 6, Red 4",Blue 1,Any card can be played on a Wild Normal
Wild Normal,"Blue 9, Wild Normal, Blue 1, Yellow 3, Wild Draw 4, Green 6, Red 4",Yellow 3,Any card can be played on a Wild Normal
Wild Normal,"Blue 9, Wild Normal, Blue 1, Yellow 3, Wild Draw 4, Green 6, Red 4",Wild Draw 4,Any card can be played on a Wild Normal
Wild Normal,"Blue 9, Wild Normal, Blue 1, Yellow 3, Wild Draw 4, Green 6, Red 4",Green 6,Any card can be played on a Wild Normal
Wild Normal,"Blue 9, Wild Normal, Blue 1, Yellow 3, Wild Draw 4, Green 6, Red 4",Red 4,Any card can be played on a Wild Normal
Blue 6,"Red Reverse, Red 2, Blue Reverse, Wild Draw 4, Red 1, Red 9, Blue 9",Blue Reverse,it is the same color as the tabled card
Blue 6,"Red Reverse, Red 2, Blue Reverse, Wild Draw 4, Red 1, Red 9, Blue 9",Wild Draw 4,Wild cards can be played on any colour
Blue 6,"Red Reverse, Red 2, Blue Reverse, Wild Draw 4, Red 1, Red 9, Blue 9",Blue 9,it is the same color as the tabled card
Red Reverse,"Wild Normal, Blue Draw 2, Yellow 3, Green 8, Blue 9, Yellow 1, Yellow Reverse",Wild Normal,Wild cards can be played on any colour
Red Reverse,"Wild Normal, Blue Draw 2, Yellow 3, Green 8, Blue 9, Yellow 1, Yellow Reverse",Yellow Reverse,Wild cards can be played on any colour
Red Draw 2,"Green Draw 2, Yellow 2, Blue 1, Wild Draw 4, Blue 2, Blue 3, Green Reverse",Pick up 2 cards,You must pick up 2 cards when a Draw 2 is played
Wild Normal,"Wild Normal, Yellow Skip, Blue 3, Green 6, Blue 2, Green 1, Red 3",Wild Normal,Any card can be played on a Wild Normal
Wild Normal,"Wild Normal, Yellow Skip, Blue 3, Green 6, Blue 2, Green 1, Red 3",Yellow Skip,Any card can be played on a Wild Normal
Wild Normal,"Wild Normal, Yellow Skip, Blue 3, Green 6, Blue 2, Green 1, Red 3",Blue 3,Any card can be played on a Wild Normal
Wild Normal,"Wild Normal, Yellow Skip, Blue 3, Green 6, Blue 2, Green 1, Red 3",Green 6,Any card can be played on a Wild Normal
Wild Normal,"Wild Normal, Yellow Skip, Blue 3, Green 6, Blue 2, Green 1, Red 3",Blue 2,Any card can be played on a Wild Normal
Wild Normal,"Wild Normal, Yellow Skip, Blue 3, Green 6, Blue 2, Green 1, Red 3",Green 1,Any card can be played on a Wild Normal
Wild Normal,"Wild Normal, Yellow Skip, Blue 3, Green 6, Blue 2, Green 1, Red 3",Red 3,Any card can be played on a Wild Normal
Green 9,"Wild Draw 4, Red Reverse, Blue Skip, Yellow Draw 2, Blue 6, Green 6, Yellow 7",Wild Draw 4,Wild cards can be played on any colour
Green 9,"Wild Draw 4, Red Reverse, Blue Skip, Yellow Draw 2, Blue 6, Green 6, Yellow 7",Green 6,it is the same color as the tabled card
Green 6,"Blue Skip, Blue 4, Red Draw 2, Red 6, Green 2, Blue 2, Red 9",Red 6,Wild cards can be played on any colour
Green 6,"Blue Skip, Blue 4, Red Draw 2, Red 6, Green 2, Blue 2, Red 9",Green 2,it is the same color as the tabled card
Red 3,"Blue Skip, Blue 9, Wild Normal, Wild Normal, Blue 1, Wild Normal, Yellow 8",Wild Normal,Wild cards can be played on any colour
Red 3,"Blue Skip, Blue 9, Wild Normal, Wild Normal, Blue 1, Wild Normal, Yellow 8",Wild Normal,Wild cards can be played on any colour
Red 3,"Blue Skip, Blue 9, Wild Normal, Wild Normal, Blue 1, Wild Normal, Yellow 8",Wild Normal,Wild cards can be played on any colour
Red 4,"Blue Skip, Blue 6, Wild Normal, Green Draw 2, Green 8, Green 6, Green 4",Wild Normal,Wild cards can be played on any colour
Red 4,"Blue Skip, Blue 6, Wild Normal, Green Draw 2, Green 8, Green 6, Green 4",Green 4,Wild cards can be played on any colour
Green 8,"Green Draw 2, Blue 1, Red 3, Blue 0, Yellow 8, Blue 9, Blue Reverse",Green Draw 2,it is the same color as the tabled card
